"","hhid14","commid14","sc01_14_14","sc02_14_14","sc03_14_14","year","asset","natrep","natdis","assistance","assistance.x","wealth","wealth.0","asset.lag","asset.ihs","asset.ihs.lag","wealth.lag","asset.ihs.delta","natrep.0","natrep.1","natdis.0","natdis.1","assistance.prop.ihs"
"728","0170432","12BH",12,4,30,2014,44200000,0,0,0,0,2,1,9352881,18.2973825276079,16.7443421627053,1,1.5530403649026,1,0,1,0,0
"729","0170600","12BH",12,4,32,2007,4533361,1,0,0,0,1,4,113872000,16.0201213455207,19.2437327490811,4,-3.22361140356045,1,0,0,0,0
"730","0170600","12BH",12,4,32,2014,120000,0,0,0,0,1,4,4533361,12.3883942023415,16.0201213455207,1,-3.63172714317919,1,0,0,0,0
"731","0170700","1217",12,71,30,2007,376826220,0,0,0,0,5,5,252653500,20.4404418647927,20.0406767233227,5,0.399765141469974,0,0,0,0,0
"732","0170700","1217",12,71,30,2014,1.43e+08,0,0,0,0,3,5,376826220,19.4715023687841,20.4404418647927,5,-0.96893949600857,0,0,0,0,0
"733","0170800","1217",12,71,30,2007,6069583,1,0,0,0,1,3,54943240,16.3119476427185,18.514958390878,3,-2.20301074815956,1,1,0,0,0
"734","0170800","1217",12,71,30,2014,84050000,1,0,0,0,3,3,6069583,18.9400695983788,16.3119476427185,1,2.62812195566036,1,1,0,0,0
"735","0170900","12BH",12,4,30,2007,1054270,0,0,0,0,1,1,12155836,14.5615063228214,17.0064671222077,1,-2.44496079938636,0,1,0,0,0
"736","0170900","12BH",12,4,30,2014,12400000,1,0,0,0,1,1,1054270,17.0263542111352,14.5615063228214,1,2.46484788831384,0,1,0,0,0
"737","0171200","12BF",12,4,11,2007,133892290,0,0,0,0,4,2,21493340,19.4056934092797,17.5764008582281,2,1.82929255105161,0,0,0,0,0
"738","0171200","12BF",12,4,11,2014,1150819998,0,0,0,0,5,2,133892290,21.5568877475272,19.4056934092797,4,2.15119433824742,0,0,0,0,0
"739","0171321","1217",12,71,30,2007,13283802,0,0,0,0,1,1,1708080,17.0952031367786,15.0440276712013,1,2.05117546557729,0,0,0,0,0
"740","0171321","1217",12,71,30,2014,12050000,0,0,0,0,1,1,13283802,16.9977223984609,17.0952031367786,1,-0.097480738317703,0,0,0,0,0
"741","0171600","1217",12,71,30,2007,88106850,1,0,0,0,3,4,92521000,18.9872080209977,19.0360933843029,4,-0.048885363305196,1,0,0,0,0
"742","0171600","1217",12,71,30,2014,105090000,0,0,0,0,3,4,88106850,19.1634748644017,18.9872080209977,3,0.176266843404029,1,0,0,0,0
"743","0171731","14B1",14,5,22,2007,17470760,0,0,0,0,1,1,4725688,17.3691863648722,16.0616708973357,1,1.30751546753654,0,0,0,0,0
"744","0171731","14B1",14,5,22,2014,4e+07,0,0,0,0,2,1,17470760,18.1975371926382,17.3691863648722,1,0.828350827765949,0,0,0,0,0
"745","0171800","12BH",12,4,30,2007,0,0,0,0,0,1,2,24046919.6,0,17.6886646437126,2,-17.6886646437126,0,1,0,0,0
"746","0171800","12BH",12,4,30,2014,10250000,1,0,0,0,1,2,0,16.8359354441086,0,1,16.8359354441086,0,1,0,0,0
"747","0171900","1217",12,71,30,2007,122144710,1,0,0,0,4,4,152873160,19.3138642278813,19.538266296482,4,-0.224402068600764,1,0,0,0,0
"748","0171900","1217",12,71,30,2014,152050000,0,0,0,0,3,4,122144710,19.5328671526476,19.3138642278813,4,0.21900292476634,1,0,0,0,0
"749","0172000","1217",12,71,30,2007,118451752.8,1,0,0,0,4,3,56779426,19.2831634668245,18.5478317803246,3,0.73533168649994,1,0,0,0,0
"750","0172000","1217",12,71,30,2014,53600000,0,0,0,0,2,3,118451752.8,18.490206806601,19.2831634668245,4,-0.792956660223531,1,0,0,0,0
"751","0180200","1218",12,72,50,2007,39761040,0,0,0,0,2,3,38716480,18.1915452769122,18.1649230877092,3,0.0266221892029499,0,0,0,0,0
"752","0180200","1218",12,72,50,2014,81205000,0,0,0,0,3,3,39761040,18.9056345601508,18.1915452769122,2,0.714089283238632,0,0,0,0,0
"753","0180300","1218",12,72,50,2007,118981900,0,0,0,0,4,1,5978280,19.2876291192269,16.2967906396966,1,2.99083847953032,0,0,0,0,0
"754","0180300","1218",12,72,50,2014,54250000,0,0,0,0,2,1,118981900,18.5022607309448,19.2876291192269,4,-0.785368388282119,0,0,0,0,0
"755","0180311","12F6",12,72,11,2007,192780800,0,0,0,0,4,3,60636840,19.7702115306795,18.6135603676826,3,1.15665116299693,0,0,0,0,0
"756","0180311","12F6",12,72,11,2014,7500000,0,0,0,0,1,3,192780800,16.5235607590665,19.7702115306795,4,-3.24665077161302,0,0,0,0,0
"757","0180400","12GA",12,72,50,2007,150610,1,0,0,0,1,1,9252100,12.6155961737769,16.7335082913088,1,-4.11791211753199,1,0,0,0,0
"758","0180400","12GA",12,72,50,2014,430000,0,0,0,0,1,1,150610,13.664687668231,12.6155961737769,1,1.04909149445418,1,0,0,0,0
"759","0180431","1218",12,72,50,2007,798233,1,0,0,0,1,1,2846800,14.2833029943243,15.5548532949672,1,-1.27155030064292,1,0,0,0,0
"760","0180431","1218",12,72,50,2014,9e+05,0,0,0,0,1,1,798233,14.4032972228667,14.2833029943243,1,0.119994228542394,1,0,0,0,0
"761","0180432","12F6",12,72,11,2007,0,0,0,0,0,1,1,284680,0,13.2522682019762,1,-13.2522682019762,0,0,0,0,0
"762","0180432","12F6",12,72,11,2014,8.8e+07,0,0,0,0,3,1,0,18.9859945530024,0,1,18.9859945530024,0,0,0,0,0
"763","0180531","12FZ",12,13,170,2007,20678753,1,1,0,0,2,1,2562120,17.5377644865398,15.4494927793094,1,2.08827170723035,1,1,1,0,0
"764","0180531","12FZ",12,13,170,2014,77200000,1,0,0,0,2,1,20678753,18.8550571955549,17.5377644865398,2,1.31729270901518,1,1,1,0,0
"765","0180600","1218",12,72,50,2007,24142783,1,0,0,0,2,4,95538608,17.6926432333813,19.0681881765662,4,-1.37554494318486,1,0,0,0,0
"766","0180600","1218",12,72,50,2014,8300000,0,0,0,0,1,4,24142783,16.6249132533268,17.6926432333813,2,-1.06772998005457,1,0,0,0,0
"767","0180631","12F9",12,72,40,2007,187050089.5,0,0,0,0,4,4,160203670,19.7400341777999,19.58510368176,4,0.154930496039956,0,0,0,0,0
"768","0180631","12F9",12,72,40,2014,6.82e+08,0,0,0,0,5,4,187050089.5,21.0336873963677,19.7400341777999,4,1.29365321856773,0,0,0,0,0
"769","0180700","1218",12,72,50,2007,737989000,1,0,0,0,5,5,519754510,21.1125866578646,20.7620143424734,5,0.350572315391187,1,0,0,0,0
"770","0180700","1218",12,72,50,2014,176315000,0,0,0,0,4,5,737989000,19.6809299065549,21.1125866578646,5,-1.43165675130963,1,0,0,0,0
"771","0180800","1218",12,72,50,2007,25626291.5,1,1,0,0,2,1,6262960,17.7522765747128,16.3433106553315,1,1.40896591938128,1,0,1,0,0
"772","0180800","1218",12,72,50,2014,15730000,0,0,0,0,1,1,25626291.5,17.2642274555944,17.7522765747128,2,-0.488049119118347,1,0,1,0,0
"773","0180900","1218",12,72,50,2007,75658933.5,0,0,0,0,3,3,57220680,18.8348932616742,18.5555731100322,3,0.279320151641937,0,0,0,0,0
"774","0180900","1218",12,72,50,2014,1e+06,0,0,0,0,1,3,75658933.5,14.5086577385245,18.8348932616742,3,-4.32623552314969,0,0,0,0,0
"775","0180931","12C3",12,8,61,2007,21989060,0,0,0,0,2,3,35300320,17.5992027954742,18.0725497675782,3,-0.473346972104011,0,1,0,0,0
"776","0180931","12C3",12,8,61,2014,73265000,1,0,0,0,2,3,21989060,18.8027407436142,17.5992027954742,2,1.20353794814003,0,1,0,0,0
"777","0181000","1218",12,72,50,2007,903660,0,0,0,0,1,3,47114540,14.4073556429942,18.3612393967903,3,-3.95388375379607,0,0,0,0,0
"778","0181000","1218",12,72,50,2014,2.6e+07,0,0,0,0,1,3,903660,17.7667542765457,14.4073556429942,1,3.3593986335515,0,0,0,0,0
"779","0181100","1218",12,72,50,2007,1394949820,0,0,0,0,5,5,1326608800,21.7492714608065,21.6990389290928,5,0.0502325317136929,0,0,0,0,0
"780","0181100","1218",12,72,50,2014,2158800000,0,0,0,0,5,5,1394949820,22.1859655292687,21.7492714608065,5,0.43669406846217,0,0,0,0,0
"781","0181200","12F9",12,72,40,2007,19880520,1,0,0,0,1,4,142610446,17.4983980963522,19.4687744976784,4,-1.97037640132621,1,0,0,0,0
"782","0181200","12F9",12,72,40,2014,2.2e+07,0,0,0,0,1,4,19880520,17.5997001918825,17.4983980963522,1,0.101302095530325,1,0,0,0,0
"783","0181300","14BZ",14,8,11,2007,814197660,0,0,0,0,5,4,85688680,21.2108609006022,18.959378466722,4,2.2514824338802,0,0,0,0,0
"784","0181300","14BZ",14,8,11,2014,340870000,0,0,0,0,4,4,814197660,20.3401589114489,21.2108609006022,5,-0.870701989153318,0,0,0,0,0
"785","0181400","1218",12,72,50,2007,72594020,0,0,0,0,3,4,94513760,18.7935402878164,19.0574031708896,4,-0.263862883073202,0,1,0,0,0
"786","0181400","1218",12,72,50,2014,156745000,1,0,0,0,3,4,72594020,19.5632780196019,18.7935402878164,3,0.769737731785423,0,1,0,0,0
"787","0181500","1218",12,72,50,2007,31176270,1,0,0,0,2,2,29322040,17.9483149670312,17.8869971902028,2,0.061317776828421,1,0,0,0,0
"788","0181500","1218",12,72,50,2014,31800000,0,0,0,0,2,2,31176270,17.9681240283103,17.9483149670312,2,0.0198090612791404,1,0,0,0,0
"789","0181600","1218",12,72,50,2007,87097763,1,0,0,0,3,4,96648860,18.97568893893,19.0797421489719,4,-0.10405321004189,1,0,0,0,0
"790","0181600","1218",12,72,50,2014,463075000,0,0,0,0,5,4,87097763,20.646546766533,18.97568893893,3,1.67085782760299,1,0,0,0,0
"791","0181700","1218",12,72,50,2007,138259980,0,0,0,0,4,3,68180860,19.4377935643863,18.7308216188241,3,0.706971945562206,0,1,0,0,0
"792","0181700","1218",12,72,50,2014,125400000,1,0,0,0,3,3,138259980,19.340166366723,19.4377935643863,4,-0.0976271976632894,0,1,0,0,0
"793","0181800","1218",12,72,50,2007,573522880,1,0,0,0,5,4,77575300,20.8604555696771,18.8599068160765,4,2.00054875360064,1,1,0,0,0
"794","0181800","1218",12,72,50,2014,738100000,1,0,0,0,5,4,573522880,21.1127370553002,20.8604555696771,5,0.252281485623129,1,1,0,0,0
"795","0181900","12C8",12,19,20,2007,40664700,0,0,0,0,2,4,81062630,18.2140181327642,18.9038798043004,4,-0.689861671536232,0,0,0,0,0
"796","0181900","12C8",12,19,20,2014,130300000,0,0,0,0,3,4,40664700,19.378497222655,18.2140181327642,2,1.1644790898908,0,0,0,0,0
"797","0190400","1219",12,73,20,2007,773382350,0,0,0,0,5,5,679531160,21.1594312961285,21.030060828312,5,0.129370467816518,0,0,0,0,0
"798","0190400","1219",12,73,20,2014,6e+06,0,0,0,0,1,5,773382350,16.3004172077523,21.1594312961285,5,-4.85901408837622,0,0,0,0,0
"799","0190800","12GG",12,73,61,2007,5610222.5,0,0,0,0,1,2,17080800,16.2332481185914,17.3466127641953,2,-1.11336464560384,0,0,0,0,0
"800","0190800","12GG",12,73,61,2014,1.3e+07,0,0,0,0,1,2,5610222.5,17.0736070959858,16.2332481185914,1,0.840358977394342,0,0,0,0,0
"801","0190831","12GD",12,73,30,2007,1732015,0,0,0,0,1,1,797104,15.0579432091351,14.2818876191547,1,0.776055589980423,0,0,0,0,0
"802","0190831","12GD",12,73,30,2014,9300000,0,0,0,0,1,1,1732015,16.7386721386834,15.0579432091351,1,1.68072892954831,0,0,0,0,0
"803","0191000","1219",12,73,20,2007,45634830,0,0,0,0,2,1,5978280,18.3293289792752,16.2967906396966,1,2.03253833957863,0,0,0,0,0
"804","0191000","1219",12,73,20,2014,565000,0,0,0,0,1,1,45634830,13.9377281906893,18.3293289792752,2,-4.3916007885859,0,0,0,0,0
"805","0191011","12GD",12,73,30,2007,10595413.5,0,0,0,0,1,1,5693600,16.8690789573262,16.2480004755272,1,0.621078481799088,0,0,0,0,0
"806","0191011","12GD",12,73,30,2014,10500000,0,0,0,0,1,1,10595413.5,16.8600329956877,16.8690789573262,1,-0.00904596163854166,0,0,0,0,0
"807","0192000","1219",12,73,20,2007,7304585,0,0,0,0,1,2,29891400,16.4971599717093,17.9062285521307,2,-1.4090685804214,0,0,0,0,0
"808","0192000","1219",12,73,20,2014,3e+06,0,0,0,0,1,2,7304585,15.6072700271924,16.4971599717093,1,-0.889889944516923,0,0,0,0,0
"809","0200300","12GY",12,75,130,2007,153019760,0,0,0,0,4,2,30845078,19.5392248019043,17.9376349299555,2,1.60158987194875,0,0,0,0,0
"810","0200300","12GY",12,75,130,2014,68400000,0,0,0,0,2,2,153019760,18.7340305631527,19.5392248019043,4,-0.805194238751543,0,0,0,0,0
"811","0200431","12GJ",12,74,30,2007,173201500,0,0,0,0,4,4,74301480,19.6631133951231,18.8167886092958,4,0.846324785827292,0,0,0,0,0
"812","0200431","12GJ",12,74,30,2014,100050000,0,0,0,0,3,4,173201500,19.114327799554,19.6631133951231,4,-0.548785595569175,0,0,0,0,0
"813","0200500","12GW",12,75,120,2007,9262515,0,0,0,0,1,5,173654800,16.7346333485783,19.6657271591405,5,-2.9310938105622,0,0,0,0,0
"814","0200500","12GW",12,75,120,2014,1.23e+08,0,0,0,0,3,5,9262515,19.3208420938966,16.7346333485783,1,2.58620874531832,0,0,0,0,0
"815","0200600","12GJ",12,74,30,2007,478186750,0,0,0,0,5,2,27329280,20.6786590850926,17.816616393441,2,2.86204269165165,0,0,0,0,0
"816","0200600","12GJ",12,74,30,2014,477300000,0,0,0,0,5,2,478186750,20.6768029625361,20.6786590850926,5,-0.00185612255656409,0,0,0,0,0
"817","0200800","1222",12,74,11,2007,228234394,0,0,0,0,5,3,68835624,19.9390308832631,18.7403791401538,3,1.19865174310927,0,0,0,0,0
"818","0200800","1222",12,74,11,2014,10200000,0,0,0,0,1,3,228234394,16.8310454588144,19.9390308832631,5,-3.10798542444866,0,0,0,0,0
"819","0200900","1222",12,74,11,2007,88709290,0,0,0,0,3,2,12705268.4,18.9940223574174,17.0506744806143,2,1.94334787680309,0,0,0,0,0
"820","0200900","1222",12,74,11,2014,83200000,0,0,0,0,3,2,88709290,18.9299050863514,18.9940223574174,3,-0.064117271066042,0,0,0,0,0
"821","0201000","1222",12,74,11,2007,502510265,0,0,0,0,5,5,335068360,20.7282738061095,20.3229923092334,5,0.405281496876071,0,0,0,0,0
"822","0201000","1222",12,74,11,2014,1.27e+08,0,0,0,0,3,5,502510265,19.3528448249828,20.7282738061095,5,-1.37542898112669,0,0,0,0,0
"823","0201031","12GJ",12,74,30,2007,257543100,0,0,0,0,5,2,21849190,20.0598448232625,17.5928215884405,2,2.46702323482208,0,0,0,0,0
"824","0201031","12GJ",12,74,30,2014,275100000,0,0,0,0,4,2,257543100,20.1257924064547,20.0598448232625,5,0.0659475831922052,0,0,0,0,0
"825","0201032","12GH",12,74,10,2007,131783750,0,0,0,0,4,2,21920360,19.3898200601235,17.5960736238268,2,1.79374643629662,0,1,0,0,0
"826","0201032","12GH",12,74,10,2014,3.44e+08,1,0,0,0,4,2,131783750,20.3492993958976,19.3898200601235,4,0.959479335774162,0,1,0,0,0
"827","0201100","1222",12,74,11,2007,203323500,0,0,0,0,4,5,176501600,19.8234560451983,19.6819876800123,5,0.141468365186025,0,0,0,0,0
"828","0201100","1222",12,74,11,2014,1.21e+08,0,0,0,0,3,5,203323500,19.304448284121,19.8234560451983,4,-0.519007761077354,0,0,0,0,0
"829","0201300","1222",12,74,11,2007,96390400,0,0,0,0,3,3,39570520,19.0770643501196,18.1867421351038,3,0.890322215015711,0,0,0,0,0
"830","0201300","1222",12,74,11,2014,80500000,0,0,0,0,2,3,96390400,18.8969149229487,19.0770643501196,3,-0.180149427170818,0,0,0,0,0
"831","0201400","1222",12,74,11,2007,16348715.5,0,0,0,0,1,1,2419780,17.3028070700901,15.3923343654695,1,1.91047270462068,0,0,0,0,0
"832","0201400","1222",12,74,11,2014,24500000,0,0,0,0,1,1,16348715.5,17.7073308560749,17.3028070700901,1,0.404523785984757,0,0,0,0,0
"833","0201500","12G1",12,75,180,2007,33397767.5,0,0,0,0,2,3,58644080,18.0171467949555,18.5801443707627,3,-0.562997575807206,0,0,0,0,0
"834","0201500","12G1",12,75,180,2014,28500000,0,0,0,0,2,3,33397767.5,17.8585618257988,18.0171467949555,2,-0.158584969156706,0,0,0,0,0
"835","0201700","1221",12,74,21,2007,5391838,0,0,0,0,1,1,1423400,16.1935440671725,14.8617061144074,1,1.33183795276513,0,0,0,0,0
"836","0201700","1221",12,74,21,2014,7710000,0,0,0,0,1,1,5391838,16.5511759260995,16.1935440671725,1,0.357631858926958,0,0,0,0,0
"837","0201800","1222",12,74,11,2007,251895225,0,0,0,0,5,5,894592666,20.0376709657682,21.305026231412,5,-1.26735526564379,0,0,0,0,0
"838","0201800","1222",12,74,11,2014,231450000,0,0,0,0,4,5,251895225,19.9530216060015,20.0376709657682,5,-0.0846493597667255,0,0,0,0,0
"839","0201900","1222",12,74,11,2007,872845194,0,0,0,0,5,5,1480336000,21.2804159521791,21.8086821065427,5,-0.528266154363529,0,0,0,0,0
"840","0201900","1222",12,74,11,2014,1623149995,0,0,0,0,5,5,872845194,21.9007817201296,21.2804159521791,5,0.620365767950414,0,0,0,0,0
"841","0202000","12GJ",12,74,30,2007,11295750,0,0,0,0,1,1,8170316,16.9330842873022,16.6091653247387,1,0.323918962563418,0,0,0,0,0
"842","0202000","12GJ",12,74,30,2014,16100000,0,0,0,0,1,1,11295750,17.2874770105146,16.9330842873022,1,0.354392723212488,0,0,0,0,0
"843","0210100","12GI",12,74,20,2007,478766598.5,0,0,0,0,5,5,254788600,20.6798709489142,20.049091920248,5,0.630779028666144,0,0,0,0,0
"844","0210100","12GI",12,74,20,2014,975800000,0,0,0,0,5,5,478766598.5,21.391915385906,20.6798709489142,5,0.712044436991807,0,0,0,0,0
"845","0210300","1220",12,74,10,2007,96541010,0,0,0,0,3,4,77353249.6,19.0786256306865,18.8570403262963,4,0.221585304390256,0,0,0,0,0
"846","0210300","1220",12,74,10,2014,152430000,0,0,0,0,3,4,96541010,19.535363212798,19.0786256306865,3,0.456737582111458,0,0,0,0,0
"847","0210400","1220",12,74,10,2007,68437184,0,0,0,0,3,2,19073560,18.7345740411728,17.4569608213641,2,1.27761321980866,0,0,0,0,0
"848","0210400","1220",12,74,10,2014,65740000,0,0,0,0,2,2,68437184,18.6943653067603,18.7345740411728,3,-0.040208734412488,0,0,0,0,0
"849","0210500","1220",12,74,10,2007,802630812,0,0,0,0,5,3,47228412,21.1965525858519,18.3636533991696,3,2.83289918668235,0,0,0,0,0
"850","0210500","1220",12,74,10,2014,1521899995,0,0,0,0,5,3,802630812,21.8363725684796,21.1965525858519,5,0.63981998262771,0,0,0,0,0
"851","0210600","1220",12,74,10,2007,258333802.5,0,0,0,0,5,3,54743964,20.0629102953368,18.5113248545679,3,1.55158544076895,0,1,0,0,0
"852","0210600","1220",12,74,10,2014,184600000,1,0,0,0,4,3,258333802.5,19.726849060593,20.0629102953368,5,-0.336061234743866,0,1,0,0,0
"853","0210700","1220",12,74,10,2007,133139240,0,0,0,0,4,5,191020280,19.4000532364035,19.7610373389448,5,-0.360984102541352,0,0,0,0,0
"854","0210700","1220",12,74,10,2014,430900000,0,0,0,0,5,5,133139240,20.574533783146,19.4000532364035,4,1.17448054674253,0,0,0,0,0
"855","0210900","1220",12,74,10,2007,265224210,0,0,0,0,5,3,49078832,20.089233282262,18.4020855602027,3,1.6871477220593,0,0,0,0,0
"856","0210900","1220",12,74,10,2014,423200000,0,0,0,0,5,3,265224210,20.5565026190683,20.089233282262,5,0.467269336806261,0,0,0,0,0
"857","0211000","1220",12,74,10,2007,87519471,0,0,0,0,3,4,85404000,18.9805190328469,18.9560506766294,4,0.0244683562175467,0,0,0,0,0
"858","0211000","1220",12,74,10,2014,124885000,0,0,0,0,3,4,87519471,19.3360510523668,18.9805190328469,3,0.355532019519877,0,0,0,0,0
"859","0211100","14CB",14,9,20,2007,144359685,0,0,0,0,4,2,16226760,19.4809657362515,17.2953194698077,2,2.18564626644383,0,0,0,0,0
"860","0211100","14CB",14,9,20,2014,43900000,0,0,0,0,2,2,144359685,18.2905720586053,19.4809657362515,4,-1.19039367764619,0,0,0,0,0
"861","0211131","14BS",14,7,72,2007,39497472.5,1,0,0,0,2,2,15344252,18.1848944210422,17.2393986798881,2,0.945495741154144,1,0,0,0,0
"862","0211131","14BS",14,7,72,2014,106150000,0,0,0,0,3,2,39497472.5,19.1735109266735,18.1848944210422,2,0.988616505631235,1,0,0,0,0
"863","0211300","1220",12,74,10,2007,236555596.5,0,0,0,0,5,4,133657260,19.9748409991674,19.4039365006215,4,0.57090449854595,0,1,0,0,0
"864","0211300","1220",12,74,10,2014,513900000,1,0,0,0,5,4,236555596.5,20.7506864325224,19.9748409991674,5,0.775845433354984,0,1,0,0,0
"865","0211400","1220",12,74,10,2007,219288160,0,0,0,0,5,2,16653780,19.8990444025225,17.321294956211,2,2.57774944631151,0,0,0,0,0
"866","0211400","1220",12,74,10,2014,333300000,0,0,0,0,4,2,219288160,20.3177007238379,19.8990444025225,5,0.418656321315442,0,0,0,0,0
"867","0211500","1220",12,74,10,2007,15136305,0,0,0,0,1,1,286103.4,17.225753901265,13.2572557434872,1,3.96849815777772,0,0,0,0,0
"868","0211500","1220",12,74,10,2014,7.5e+07,0,0,0,0,2,1,15136305,18.8261458520605,17.225753901265,1,1.60039195079556,0,0,0,0,0
"869","0211600","1220",12,74,10,2007,30799745,0,0,0,0,2,2,26589112,17.9361641492487,17.789159547208,2,0.147004602040745,0,0,0,0,0
"870","0211600","1220",12,74,10,2014,93130000,0,0,0,0,3,2,30799745,19.0426541050578,17.9361641492487,2,1.10648995580909,0,0,0,0,0
"871","0211700","1220",12,74,10,2007,94372226,0,0,0,0,3,2,27585492,19.0559045522839,17.8259477208699,2,1.22995683141406,0,0,0,0,0
"872","0211700","1220",12,74,10,2014,1.1e+08,0,0,0,0,3,2,94372226,19.2091381043166,19.0559045522839,3,0.153233552032706,0,0,0,0,0
"873","0211731","1220",12,74,10,2007,1280185,0,0,0,0,1,1,2220504,14.7556623372623,15.3063919356687,1,-0.550729598406486,0,0,0,0,0
"874","0211731","1220",12,74,10,2014,63200000,0,0,0,0,2,1,1280185,18.654962039677,14.7556623372623,1,3.89929970241477,0,0,0,0,0
"875","0211732","1220",12,74,10,2007,25633822,0,0,0,0,2,1,6675746,17.7525703899051,16.4071386968654,1,1.34543169303967,0,0,0,0,0
"876","0211732","1220",12,74,10,2014,81585000,0,0,0,0,3,1,25633822,18.9103031600673,17.7525703899051,2,1.15773277016214,0,0,0,0,0
"877","0211800","1220",12,74,10,2007,182012185,0,0,0,0,4,5,203147648,19.7127313739094,19.822590783239,5,-0.109859409329573,0,0,0,0,0
"878","0211800","1220",12,74,10,2014,161230000,0,0,0,0,3,5,182012185,19.5914896554999,19.7127313739094,4,-0.121241718409511,0,0,0,0,0
"879","0211811","1220",12,74,10,2007,694763930,0,0,0,0,5,4,165285208,21.0522298573237,19.6163302535637,4,1.43589960375998,0,0,0,0,0
"880","0211811","1220",12,74,10,2014,655800000,0,0,0,0,5,4,694763930,20.9945136029348,21.0522298573237,5,-0.0577162543888932,0,0,0,0,0
"881","0211900","1220",12,74,10,2007,58218295.5,0,0,0,0,3,2,30147612,18.5728573995323,17.9147634545805,2,0.658093944951812,0,0,0,0,0
"882","0211900","1220",12,74,10,2014,162900000,0,0,0,0,3,2,58218295.5,19.6017942541322,18.5728573995323,3,1.02893685459989,0,0,0,0,0
"883","0212000","1220",12,74,10,2007,55627803.5,0,0,0,0,3,1,3558500,18.5273408777406,15.7779968462814,1,2.74934403145916,0,0,0,0,0
"884","0212000","1220",12,74,10,2014,84850000,0,0,0,0,3,1,55627803.5,18.9495427302045,18.5273408777406,3,0.422201852463871,0,0,0,0,0
"885","0220100","1221",12,74,21,2007,479165715,0,0,0,0,5,5,793517032,20.6807042364387,21.1851327426586,5,-0.504428506219877,0,0,0,0,0
"886","0220100","1221",12,74,21,2014,109300000,0,0,0,0,3,5,479165715,19.2027541337067,20.6807042364387,5,-1.47795010273197,0,0,0,0,0
"887","0220200","1221",12,74,21,2007,23389733,1,0,0,0,2,3,33876920,17.6609549039205,18.0313916950847,3,-0.370436791164202,1,0,0,0,0
"888","0220200","1221",12,74,21,2014,120100000,0,0,0,0,3,3,23389733,19.2969824676102,17.6609549039205,2,1.63602756368968,1,0,0,0,0
"889","0220500","1221",12,74,21,2007,1812591350,0,0,0,0,5,5,317133520,22.011170523983,20.2679806224604,5,1.74318990152263,0,0,0,0,0
"890","0220500","1221",12,74,21,2014,4.48e+08,0,0,0,0,5,5,1812591350,20.6134509709392,22.011170523983,5,-1.39771955304381,0,0,0,0,0
"891","0220531","12DT",12,9,150,2007,86751360,0,0,0,0,3,4,146325520,18.9717038344617,19.4944914674283,4,-0.522787632966587,0,0,0,0,0
"892","0220531","12DT",12,9,150,2014,87200000,0,0,0,0,3,4,86751360,18.9768620694392,18.9717038344617,3,0.00515823497742218,0,0,0,0,0
"893","0220600","12GI",12,74,20,2007,2635675,0,0,0,0,1,1,1281060,15.4777970546953,14.7563455987496,1,0.721451455945765,0,1,0,1,0
"894","0220600","12GI",12,74,20,2014,547660000,1,1,0,0,5,1,2635675,20.8143123949648,15.4777970546953,1,5.33651534026941,0,1,0,1,0
"895","0220700","1221",12,74,21,2007,2861590,1,0,0,0,1,5,226448706,15.5600351529323,19.9311761942244,5,-4.37114104129209,1,1,0,0,0
"896","0220700","1221",12,74,21,2014,927570000,1,0,0,0,5,5,2861590,21.3412260018561,15.5600351529323,1,5.78119084892377,1,1,0,0,0
"897","0220731","12GI",12,74,20,2007,11039713,0,0,0,0,1,1,12027730,16.9101567826584,16.9958725557763,1,-0.0857157731178901,0,0,0,0,0
"898","0220731","12GI",12,74,20,2014,8760000,0,0,0,0,1,1,11039713,16.6788536434725,16.9101567826584,1,-0.231303139185925,0,0,0,0,0
"899","0220900","1221",12,74,21,2007,118078240,1,0,0,0,4,2,18931220,19.2800051941162,17.449470149635,2,1.83053504448128,1,0,0,0,0
"900","0220900","1221",12,74,21,2014,20500000,0,0,0,0,1,2,118078240,17.5290826246686,19.2800051941162,4,-1.75092256944766,1,0,0,0,0
"901","0221000","1221",12,74,21,2007,479052757.5,0,0,0,0,5,5,616446072,20.6804684707887,20.93262858285,5,-0.252160112061301,0,0,0,0,0
"902","0221000","1221",12,74,21,2014,603300000,0,0,0,0,5,5,479052757.5,20.9110723239709,20.6804684707887,5,0.230603853182284,0,0,0,0,0
"903","0221100","1221",12,74,21,2007,217631450,0,0,0,0,5,3,43271360,19.8914607743124,18.2761487228194,3,1.61531205149294,0,0,0,0,0
"904","0221100","1221",12,74,21,2014,133100000,0,0,0,0,3,3,217631450,19.3997584639253,19.8914607743124,5,-0.491702310387087,0,0,0,0,0
"905","0221131","12GJ",12,74,30,2007,141121570,0,0,0,0,4,3,37862440,19.4582794560043,18.1426173301949,3,1.31566212580936,0,0,0,0,0
"906","0221131","12GJ",12,74,30,2014,184755000,0,0,0,0,4,3,141121570,19.7276883615858,19.4582794560043,4,0.269408905581514,0,0,0,0,0
"907","0221200","1221",12,74,21,2007,40965920,0,0,0,0,2,4,160701860,18.2213982400618,19.5882085855629,4,-1.36681034550103,0,0,0,0,0
"908","0221200","1221",12,74,21,2014,26150000,0,0,0,0,1,4,40965920,17.7725069290352,18.2213982400618,2,-0.448891311026685,0,0,0,0,0
